age,income,employment_length,debt_to_income,credit_history_length,num_credit_accounts,num_delinquencies,credit_utilization,loan_amount,credit_score,default_risk,loan_purpose,employment_type,home_ownership
20,69135,8.235686678457766,0.33104027650243345,2.490009714321354,2,1,0.4403424088651328,1622,486,1,education,self_employed,mortgage
53,27932,7.6871692332079515,0.1879333447563812,7.609680121863587,5,1,0.5816106001000111,10933,552,0,auto,part_time,mortgage
29,39670,0.6951598989900986,0.13457218759215633,4.789369283395745,1,1,0.28356517070246223,7896,505,1,home,unemployed,mortgage
39,122066,2.531160800984061,0.15271517142002777,14.328571392381644,4,0,0.6834534389265321,8322,610,1,auto,part_time,own
45,66932,20.914129294553447,0.16924200186369612,8.29003048834087,1,0,0.07470962974880027,7164,661,0,personal,part_time,rent
42,20000,22.498455601427665,0.4851610857214492,6.546212217860091,4,0,0.40675697633802743,7503,553,1,home,full_time,rent
53,22971,4.611888499089531,0.4194393105148642,1.517711791149592,5,0,0.14526781893383262,8261,516,0,personal,full_time,rent
45,99208,6.1767533146182245,0.11924486388172813,12.538929236439344,3,0,0.283073849314148,8506,621,1,education,part_time,rent
29,40680,15.108717895433365,0.24828872718538186,7.685973017569045,3,0,0.43485261053165414,31518,605,1,education,unemployed,own
66,20000,2.9885292398845236,0.367177482007237,3.9426477946195675,6,0,0.2726727442881633,9191,475,0,home,full_time,rent
42,20000,0.7359316078203262,0.07303239975750882,7.946400765018149,2,0,0.1334076656589715,9713,578,1,personal,part_time,rent
38,63754,5.5274123044887915,0.38898408669253287,3.30480794015181,2,0,0.6726742499710432,4377,459,1,personal,full_time,own
51,80461,16.107183618426532,0.1626242020208581,5.520618647896756,5,0,0.2736500996394317,13320,630,1,personal,full_time,own
42,36837,5.973514413375836,0.07396074956703391,11.64261520852597,3,1,0.08175526644678388,3493,606,0,business,unemployed,mortgage
44,263089,8.130914833477501,0.19848952203843737,5.8751075811224425,5,0,0.4484888765870231,10323,708,0,business,part_time,mortgage
69,70215,2.747388794030898,0.4826195968175057,3.0784175877562854,8,1,0.404355935317158,20560,498,1,home,self_employed,mortgage
36,29888,0.5071919426803184,0.2353286755397813,2.6396930552500155,3,0,0.47591535495063875,14963,424,1,home,unemployed,rent
36,20000,0.9249180037653,0.34776570171782717,2.7159811598452253,8,0,0.5689518749530645,5853,463,1,business,unemployed,own
41,20000,20.27220582483318,0.07109022102102056,5.410553230979332,2,0,0.2930722356569266,5434,597,0,personal,full_time,rent
52,47492,3.398039429283294,0.11556408191088294,4.728893788012996,4,1,0.4775472507403424,21351,555,1,business,unemployed,own
21,24562,0.06046710855902426,0.12651106288950933,2.23720241051591,7,0,0.8178607130085688,7368,513,1,home,full_time,rent
18,138551,15.546440365138789,0.08332156509738814,4.594460457994159,4,0,0.2142153268237497,11201,727,0,education,part_time,mortgage
32,117365,3.443584165004965,0.022033434031205956,1.6283233491689217,1,1,0.1390122426847462,13132,543,1,auto,full_time,own
20,60261,9.047633833799347,0.4790563272993837,3.0380303819500503,8,0,0.16482665294495652,8319,554,0,business,unemployed,mortgage
34,20000,3.975436008776886,0.3556981543919371,3.4396088488189234,4,2,0.6306830760015438,6072,464,0,personal,self_employed,own
46,21209,0.5362686648428839,0.4476996532078187,1.3479805247695509,3,0,0.5162692565598425,10974,408,1,personal,full_time,rent
29,99165,4.77996237123252,0.08621610487126781,7.806466309109471,2,0,0.03285842552370533,6456,615,1,home,full_time,mortgage
22,23145,29.761750581876342,0.11265369169714769,5.115729716794136,0,0,0.43711818955753273,11258,629,0,business,self_employed,own
40,89117,0.17677743363216358,0.45637956826786996,12.202113909503415,0,0,0.5387244423064051,9424,466,1,education,part_time,mortgage
50,53086,9.219292730804664,0.3721615047670803,6.715925094486035,2,1,0.04208070662806224,9361,578,0,auto,unemployed,rent
19,37849,1.3425406689282062,0.4888022112999676,3.9721617419204884,5,0,0.26818915444067326,22130,498,1,business,unemployed,rent
49,20696,2.5032728133759012,0.19011575605355774,6.898812858751141,0,0,0.8119596427481373,5158,487,1,auto,part_time,rent
49,33678,2.331727735155286,0.20842921153800884,5.071752939953736,7,1,0.37156504780823413,9156,519,0,business,self_employed,rent
51,42265,11.453143989498248,0.11249999290023426,2.931698104326788,2,2,0.3749668254895387,5514,489,1,auto,full_time,own
54,82953,3.5108002620273266,0.423514261277744,7.536500510192091,6,0,0.7722801368975623,9036,479,1,personal,self_employed,own
66,20000,2.963562466004684,0.4956021652961729,4.612017768646394,3,0,0.2341446253872417,17933,532,1,home,unemployed,own
35,29429,8.519432810322074,0.08506092656772796,3.133879898055441,5,0,0.7809274124390474,8338,533,1,personal,unemployed,mortgage
41,37641,0.2507178531555885,0.33318373814724667,6.195155260264334,3,1,0.48992370650771927,7584,437,1,business,full_time,rent
35,61706,0.45212041423159044,0.1544596724223415,2.9929275702484635,1,1,0.11044717434040008,2734,538,0,personal,part_time,own
40,20000,0.10963758645276239,0.6938827315786955,4.477780310892935,3,1,0.4936545207256542,6947,329,1,business,self_employed,own
58,20000,5.823486489131218,0.3160988720430847,3.1402339609331404,6,0,0.6803947922360912,5915,512,1,business,unemployed,rent
23,62266,3.7286922382136485,0.058348214471759696,1.6610064823333477,3,1,0.6430301203451053,3068,573,1,business,self_employed,mortgage
29,20000,10.438260818600249,0.1449510476902936,6.2875059657786,6,0,0.45998591093446195,6007,569,1,education,full_time,mortgage
56,101517,3.4510864142518844,0.12670798460909247,5.809202439388549,2,1,0.26633489479806904,9534,604,0,personal,full_time,rent
52,32056,1.2539843503705674,0.28782646413465807,4.431708084004944,3,1,0.46951384519485173,12265,473,1,personal,full_time,own
35,20000,8.17755882829203,0.1527016423104101,4.676060913845348,3,1,0.3245890796332184,25360,524,1,home,self_employed,own
50,24727,1.7429943188755939,0.43472954006164694,2.8157178913312784,6,0,0.605100334050871,9102,427,1,education,part_time,rent
44,49182,13.720183756886978,0.44273064013308205,3.7886368361904834,3,1,0.6446104578445631,47250,501,1,home,unemployed,mortgage
58,23714,1.4412370801566934,0.4059144935217882,5.778763703424099,2,1,0.5463411170989375,5889,443,1,home,unemployed,mortgage
40,36902,0.917935703759674,0.17126207843691502,6.649050224824632,1,2,0.4279764016574561,5822,482,1,auto,part_time,mortgage
52,65648,3.39941758086023,0.24303936310009241,3.75270449029893,6,0,0.288690724740051,29421,549,0,auto,full_time,own
71,30891,0.2591783544472921,0.2411490537300215,7.219245965081077,9,0,0.37499943994036744,4459,594,0,auto,full_time,own
47,20000,0.18545589920832312,0.0741743451872311,1.9332584852856973,3,0,0.3192948551142442,7028,528,1,auto,self_employed,mortgage
40,28590,3.426039354805304,0.7390048515623098,20.374410053743212,2,0,0.11843617502207192,7975,583,0,education,full_time,mortgage
48,112630,1.2110386217410982,0.18955916972057232,1.8829714663743962,7,0,0.4791249706499708,8925,635,0,auto,full_time,rent
35,139811,0.04698324471212024,0.661440970142511,3.8880131493990304,3,1,0.2869038223962222,4593,416,1,personal,part_time,rent
68,20000,1.7552888309671255,0.3368065276556272,4.202918201209668,1,1,0.3466519704278607,9390,504,1,auto,self_employed,own
42,86926,3.244382295630355,0.16256120842132965,4.682318132578022,6,2,0.09763950736662684,22349,574,1,home,part_time,own
36,44361,2.5067590573998326,0.4287497885361906,5.97244603157822,1,1,0.7002732162797488,14319,433,1,auto,full_time,own
29,76053,0.7278432741501346,0.16166333963804358,3.3031794080957777,3,0,0.6447118329279703,11845,466,1,personal,part_time,mortgage
53,23379,4.333633239051619,0.5041075771303288,2.3639232007357864,3,1,0.22800136417919023,10454,437,1,home,self_employed,mortgage
50,20000,6.195116305385248,0.36416112344840135,12.141627279591988,7,2,0.7829207686075048,2377,528,0,business,self_employed,mortgage
34,57964,5.627952173768099,0.37686775389497557,5.336041135119157,1,0,0.8091027999418585,3703,435,1,auto,self_employed,rent
46,20000,2.5024125044809535,0.13716501489735514,3.357693678777998,7,0,0.3431338715171653,22263,490,1,education,unemployed,own
21,20000,0.7401580795480984,0.16353358028893417,5.979459281498171,3,0,0.5825421476379548,7660,474,1,auto,full_time,rent
42,20000,3.4606062699203766,0.4316304072045292,6.237371740761277,4,1,0.5468271944443318,13356,472,0,business,unemployed,own
45,58731,11.056038406384317,0.6241928665849399,7.48205883944355,3,1,0.4655043553121433,8768,507,1,education,full_time,own
60,40601,3.162357260870735,0.2904824798090547,7.0663475024277815,5,0,0.29600607899879006,3225,568,0,business,unemployed,rent
30,67912,1.0887969208400499,0.19083272623536815,7.9431046112526555,3,1,0.21492578229044662,9010,535,1,education,part_time,mortgage
24,62022,0.48835799582378436,0.19310565210710423,11.864178509265809,4,0,0.4346761385843877,8896,545,1,home,unemployed,own
29,25932,14.405472058220976,0.25988855195387395,9.989976946503786,4,1,0.5589395241870017,13406,523,0,personal,self_employed,rent
23,34324,6.793579025865531,0.19969076578612524,6.1078932262203125,3,0,0.4414305596353726,30720,548,1,business,full_time,rent
56,24121,1.8768645662177534,0.2234216060702227,8.183765309402794,3,1,0.4813726195753507,24096,510,1,home,part_time,rent
58,30691,1.7502873405134969,0.02655949351257395,1.1853194822209894,3,0,0.07508357941707901,10839,523,1,business,part_time,mortgage
43,20000,11.279389613401476,0.36510835508332196,8.336100550772004,3,0,0.4954265660057422,7606,541,1,personal,unemployed,rent
54,49631,0.9774488001944868,0.2614706985500079,5.562902335518596,5,1,0.29342955269764714,7027,564,1,business,part_time,rent
41,85827,3.828990347100846,0.4368840532282543,1.191884456582268,6,0,0.43847784664479994,5376,554,1,personal,part_time,rent
38,20000,6.250158325152403,0.04203519234899698,5.777491364052152,3,2,0.5762614973959453,26366,511,1,personal,full_time,mortgage
36,101216,2.5241378403195904,0.13403289636678986,7.830586783453358,7,2,0.15607925943317907,45463,607,1,home,part_time,rent
36,39767,0.20360136588215183,0.5910674730181994,3.9215960370697105,3,1,0.13978413146014806,19685,447,1,business,self_employed,rent
21,44040,1.2922918014388718,0.26638537401632195,2.2585271824029194,2,0,0.23819942632718275,9532,562,1,education,full_time,rent
43,20000,11.604159665336235,0.38205181957716516,4.051968115327665,4,1,0.3140301425133034,3499,507,1,personal,unemployed,own
39,20000,3.702441127864844,0.17212869344774678,7.8949314934236945,5,0,0.5686970734806719,6153,467,1,business,unemployed,mortgage
48,40753,8.448937094877166,0.2746522099522018,5.84111870937661,1,2,0.21129323710689402,24689,527,1,home,full_time,rent
41,68308,4.056113651366417,0.3563840519321415,4.023349577883922,5,0,0.38048774195708507,5029,455,1,auto,full_time,rent
38,21224,14.376616395940315,0.09585770346175479,6.349017997398204,5,2,0.7708190249970313,4049,555,0,auto,part_time,own
29,138147,11.99185108345832,0.2067647748863516,2.7927354409475473,3,0,0.5364527678818823,4367,600,0,personal,full_time,mortgage
40,65378,3.297479373732959,0.13132080698891885,8.303027971673778,12,1,0.39101090751200074,4063,649,0,personal,part_time,mortgage
48,20000,1.9156374935407032,0.11101462760876588,4.100975288018386,3,1,0.5049794130878141,6552,498,1,home,self_employed,rent
26,37222,4.602357135895003,0.1796694017528545,7.212134856381419,2,0,0.5996258868104731,8096,557,1,personal,part_time,rent
41,263430,5.617922807466954,0.08592198508651604,7.14989918437126,3,1,0.21579701308342605,9723,732,0,home,self_employed,rent
42,20000,3.4493138238233128,0.2545209654630213,1.8646240596583503,5,1,0.4151277819007282,9252,411,1,auto,part_time,rent
31,55415,8.637820628145331,0.13395764919058634,7.797856281198639,6,0,0.28076327833777276,10169,633,0,home,self_employed,rent
32,28051,1.012591862184249,0.8167107045961243,5.906394842087139,6,1,0.13882174871024758,8639,426,1,personal,unemployed,rent
42,63928,2.0354208200407644,0.5620659681205179,2.81216956825057,7,1,0.17291642307424285,8879,513,1,home,part_time,rent
26,100089,5.797808011483976,0.6666080927245429,5.498905136740786,4,0,0.38017367620415854,7429,493,1,personal,self_employed,own
44,26662,1.4163515290250075,0.14844630410612084,1.0146440467122797,4,1,0.44940174434463037,5717,443,1,education,full_time,rent
29,88887,2.8977064602046743,0.3576293485051724,6.372110899575043,2,0,0.11832925151712637,52136,558,0,auto,unemployed,mortgage
52,214692,16.584310572702673,0.28623219280422135,8.881236612717021,3,0,0.23109271828802005,6632,681,0,home,unemployed,mortgage
68,38292,4.915839563549726,0.5274075132727769,11.0372809773609,6,0,0.5726546617624457,8268,460,1,business,self_employed,mortgage
29,68044,14.885262621573439,0.0855471922745113,7.592753931388907,4,1,0.2842772453316355,8005,638,0,personal,part_time,mortgage
46,22643,6.408616043110391,0.5394196606698056,11.575104825089136,4,0,0.5004977778599371,27901,532,1,personal,part_time,own
31,36879,6.448865841115935,0.3884411560339382,2.8182553889848077,3,0,0.40348358817184193,8954,538,0,home,unemployed,own
52,31528,4.480690506757306,0.2489389432313963,15.516890054364637,7,1,0.2903596421733355,21330,578,0,auto,self_employed,rent
24,68703,0.7669716327585324,0.27617042005512993,0.6228897265600437,2,1,0.5545623776050035,7650,451,1,home,self_employed,mortgage
45,95200,3.6668706241874194,0.12705484983114643,8.875603013958528,1,0,0.3351375486403206,4117,573,1,auto,unemployed,mortgage
29,33265,1.45621670124782,0.4296209247245084,6.420648415402852,6,1,0.09962236018208998,16791,528,1,personal,self_employed,mortgage
37,123858,33.12249374135159,0.3826096386753955,5.488607953109147,3,0,0.3026314019133692,4485,665,0,auto,self_employed,rent
27,123505,1.552788274899578,0.20673104047539942,4.3509289984632655,2,0,0.6381326491411451,23443,557,1,education,self_employed,own
49,71502,1.3112793342130447,0.4154549822815654,5.7594216754427485,2,0,0.619664286148967,6123,431,1,home,unemployed,rent
29,24032,4.889277131092911,0.24223875039146633,7.877472530309463,3,0,0.5593490469103453,7950,530,1,home,unemployed,mortgage
46,22259,3.5764405927149374,0.2747433516534646,7.40485457502374,2,0,0.5315252779353834,7762,496,1,auto,unemployed,rent
35,20000,0.10792092423714832,0.322206068158682,1.5124772601371697,4,0,0.5399595483524438,4812,519,0,home,unemployed,own
38,77600,0.6936281768407037,0.27852447216269005,9.02907421500282,7,1,0.3734027747840362,33406,518,1,home,self_employed,own
41,20000,8.331177475870673,0.31728216555363165,1.6966558425442537,2,1,0.2514701556940221,7200,448,1,business,self_employed,own
30,62409,3.3052585273888884,0.3484687349370493,3.596056303651288,2,1,0.43971793284420735,2792,522,1,home,self_employed,rent
42,20000,0.7892095065214031,0.6308038359597229,3.1152237900466098,5,1,0.33262229684734823,13574,399,1,personal,part_time,own
58,70181,3.129710116878851,0.33130525045253684,4.565204410481991,3,1,0.2612250072185381,2680,544,1,auto,unemployed,rent
30,36819,1.4594484475669938,0.43057154452263313,7.561537749599005,6,1,0.6660191267370165,6835,472,1,education,unemployed,own
54,105546,1.2653821484782624,0.02341379918639017,11.790626697810874,3,0,0.6526721559912818,4207,532,0,auto,unemployed,own
57,90505,15.817829617144564,0.17720636910032606,5.378451247922056,6,0,0.701493794178656,8252,643,0,auto,self_employed,mortgage
30,114468,2.2472771986350146,0.24165279991902316,8.932461427039598,3,0,0.15809493511181885,27140,565,1,personal,full_time,rent
22,116851,0.2377180067887668,0.4236575409889489,10.398199556785906,4,1,0.5731834848149212,10813,539,1,personal,unemployed,own
43,40737,17.587533526373697,0.19931475499226728,1.7362076476098656,4,0,0.7770763606090473,3067,526,1,personal,full_time,own
33,20000,7.919815218993749,0.15458657841902343,4.023496695062269,3,0,0.16928341763569538,3209,512,1,auto,part_time,mortgage
62,20000,1.4679193127835235,0.40187669764112816,5.254835765320633,6,0,0.20771417047808433,12619,511,0,auto,full_time,rent
40,20000,2.6287812875962127,0.25864081758713175,1.6368390152860264,4,0,0.5558631530848339,15264,521,1,personal,full_time,rent
30,20000,9.913010825561075,0.2871540315810106,4.6954920310437185,1,0,0.9321654991717573,5321,463,1,auto,part_time,mortgage
26,38371,2.2112693549775346,0.1346319375895799,4.0697232351625425,1,0,0.3834269507889201,14076,507,1,business,part_time,rent
53,23208,4.189755545132378,0.32842975518834977,1.6284699807770817,5,1,0.19969663407949034,3250,490,1,home,part_time,own
33,31441,3.8270505679240685,0.10740522436638356,3.779233284325544,4,0,0.07565934794684233,12697,579,0,personal,part_time,mortgage
40,53861,2.564927678726826,0.696407155391258,0.9933481003460258,2,0,0.6839649289355904,18522,418,1,home,unemployed,rent
51,28474,5.101342988799296,0.048544837266161746,13.239176864850172,6,1,0.23676401057609406,16563,598,1,business,self_employed,mortgage
34,20000,3.2055328317950242,0.3216827372711021,0.6963114913254684,5,1,0.5473441396751819,13011,505,1,home,self_employed,own
39,34801,0.10729549998658675,0.40262680198678413,4.76758495499449,3,0,0.48541443001422474,2218,453,1,home,part_time,own
39,20000,8.42035223971856,0.49245523318000833,4.3799897935139,4,0,0.28790523996622747,5710,561,1,home,part_time,mortgage
48,29242,0.6004297045312827,0.3027585775387129,1.9541643822355048,8,0,0.4745811178165753,6546,478,1,personal,part_time,rent
47,106321,3.1189445675098275,0.17490153758719856,2.6438999858850165,4,1,0.3234585265593265,6382,583,1,business,unemployed,rent
37,29248,4.336321917605078,0.5990386895471217,13.917503610111696,6,1,0.22390656680347426,3616,534,1,education,self_employed,rent
40,149756,6.112484168171006,0.1657448413764161,1.7068367801735724,5,1,0.6632305841435385,45716,536,1,auto,part_time,rent
35,114154,2.644918570221333,0.04844844492721535,0.12177669101286517,4,1,0.27219669240863703,4040,530,1,home,part_time,own
22,22846,6.650486801467954,0.23766419234796538,6.789078436845436,4,1,0.4200540829570065,3529,520,1,home,self_employed,own
43,20000,0.7040754708561918,0.1325399394874849,6.099221591213583,4,0,0.21832681707158305,5191,508,1,home,unemployed,own
62,34820,5.298576624254646,0.34177712940817795,1.1443396549328448,4,0,0.3356868855788428,19579,485,1,business,part_time,own
29,91369,8.75324869500669,0.23367040644950277,5.15674540006798,4,0,0.557116725054292,7149,564,0,business,self_employed,mortgage
30,24534,11.011164266887079,0.10670072149414102,4.9622789401269785,2,0,0.7012314769098645,23071,581,1,home,unemployed,rent
29,75092,4.33234473758559,0.3203697491885546,4.145362901567778,4,1,0.37167172176442287,5468,504,1,personal,part_time,mortgage
48,95487,1.8763422414262818,0.20384804863198502,15.300215243166724,4,0,0.5398218737641922,8061,596,1,education,part_time,mortgage
45,20000,0.8917861957576865,0.18101274687029464,3.79578858772098,3,0,0.5280842110825459,11285,464,1,business,part_time,mortgage
38,21145,2.119867326179662,0.21803300637234432,9.317781105116097,4,1,0.2921005607916159,4042,538,1,personal,full_time,own
28,64223,3.8823654025847194,0.17966241032862135,11.876019887197938,7,0,0.49128793951550304,3851,615,1,home,part_time,own
41,41006,1.0928341026600328,0.04072641454087423,8.141032466398135,3,0,0.041952783390577564,18983,596,1,home,self_employed,rent
21,20976,15.236697106267272,0.37429943635541263,4.584999815768798,4,0,0.6559066103770279,2436,487,1,business,self_employed,mortgage
41,27398,11.371709996719392,0.04311580030423925,10.20253287312297,2,1,0.472538456788062,4770,582,1,personal,part_time,rent
50,34323,0.16756259299482068,0.26592130585704277,1.5008041018178835,8,0,0.19200157286226174,13816,527,1,business,self_employed,mortgage
24,20000,4.127245768784681,0.28036427558849025,4.908983148811757,7,1,0.3170827931578763,15007,530,1,personal,full_time,rent
21,67004,7.786808391476473,0.08579590864056089,2.765862008515222,5,0,0.21872242287672347,9276,627,0,business,part_time,own
58,24761,1.4077840838488151,0.07667518658870093,0.6930897628727741,3,0,0.3634272686450636,6617,491,1,home,unemployed,mortgage
32,20000,3.7105972466708828,0.3223417067122504,3.18175620406409,2,0,0.5134107390370937,40934,438,1,education,self_employed,mortgage
53,35628,2.6043114686769715,0.4072916741995141,3.4500551685836003,4,0,0.5116386703290374,11819,425,1,home,unemployed,rent
38,20065,1.0941783691475322,0.24094516496603113,0.6740684591548806,9,0,0.15674601735825697,24168,516,0,personal,self_employed,rent
38,140232,4.769150287146339,0.4958034941618056,0.7073066522488004,4,2,0.4701097095355726,10887,518,0,education,unemployed,rent
45,22734,25.329822086557794,0.19715855797486861,2.4195178179258443,2,1,0.46401902617135504,5985,551,1,education,unemployed,mortgage
29,20000,2.272913804185172,0.4265797121954547,2.589132634075022,3,0,0.6224666145674328,23123,471,1,education,unemployed,mortgage
41,54521,4.019042026089699,0.1541857255520996,12.383615946281555,4,0,0.41544013996459833,3334,556,1,home,self_employed,rent
35,21410,1.9864035712503698,0.138830569054899,8.674968431135047,2,0,0.20245396033190102,5648,483,1,business,full_time,mortgage
24,20000,10.475766306347916,0.5240471495608034,6.0668276280320566,4,1,0.18201328574460499,11211,512,1,education,unemployed,own
44,54589,9.997709313739243,0.2129228094365298,15.372985116683523,3,1,0.632395616984105,14388,589,0,home,part_time,own
36,20000,0.9847809403214737,0.19778783505466732,5.3562368650486984,2,1,0.4346827746497949,3663,465,1,home,part_time,mortgage
38,20000,11.510369830111507,0.7056901056718148,2.2627658556674497,4,0,0.15079445045904755,4461,456,1,home,unemployed,own
25,144465,0.8214773038951029,0.3128305995636856,1.5212566249347619,5,0,0.2156988840492312,5206,569,1,auto,full_time,rent
59,57733,0.5015329836027862,0.3237475496603936,6.373831790346983,2,1,0.6545301595361678,8066,503,1,home,self_employed,mortgage
50,29396,5.291210447061894,0.02029006378989603,4.643255211124999,8,0,0.5736720921004947,2898,608,1,personal,unemployed,mortgage
51,36214,2.43802091832365,0.17650713986845568,6.8918849089955625,0,0,0.06914180433649209,4570,536,0,personal,self_employed,mortgage
36,54431,3.7829977890869255,0.19166947137632323,2.6327579778691037,6,1,0.10115690916953725,2969,548,0,auto,unemployed,mortgage
19,79115,5.285971618766948,0.15312407564932112,8.039752250215976,9,1,0.36387291315749204,4279,561,1,home,self_employed,own
63,20000,0.27142164586765344,0.19726392313439756,11.090067781472849,4,0,0.1109205584889815,8088,533,1,education,full_time,mortgage
39,48674,1.7332918959922248,0.12826166415756526,6.248732072748176,1,0,0.3967128980968814,6319,567,1,auto,full_time,rent
31,24212,3.0893295228360405,0.5217998060356445,5.895386488518453,5,0,0.582835630732784,29931,479,1,business,self_employed,rent
45,31220,1.5502342830321507,0.456403272645649,3.040905432177728,5,1,0.44833948400293233,8742,418,1,auto,part_time,rent
54,41297,0.2510556337927643,0.3774309900964645,5.932121691305537,5,0,0.1634865139566177,10275,531,1,education,self_employed,own
39,36121,0.4533260746514939,0.4738430638238823,4.291367794646779,3,0,0.12245723062112286,11220,470,1,auto,unemployed,rent
55,65411,8.091078341142687,0.23551907534661953,7.270493549140317,2,1,0.12947337765314726,5746,606,1,education,self_employed,own
52,53619,12.11736993993729,0.1423097023158274,2.578203696740173,4,0,0.3606588947624259,18093,515,1,personal,part_time,rent
27,20000,0.8257490091676261,0.2697363358132007,6.050157430187106,6,0,0.34378714759651363,6227,532,1,auto,full_time,own
31,20000,1.4334924968686078,0.44085341680455453,2.69172857975975,3,0,0.17341307849422366,56418,524,1,personal,unemployed,own
51,27017,5.281348682037123,0.4552304496333498,1.4476515531469853,4,0,0.5182527399461855,5555,415,1,personal,self_employed,rent
18,156827,15.425197903689513,0.5292948336470669,6.755465819523134,8,0,0.44532097549727395,12971,571,1,business,self_employed,mortgage
38,20000,1.7804449291805238,0.4417767543230957,1.1423712103613406,5,1,0.3966661415709587,8694,402,1,education,unemployed,rent
22,30743,9.662479536491762,0.21759301974289463,6.8190740390573295,3,1,0.36589848207694137,4170,557,1,auto,unemployed,own
34,23645,3.5263482529500454,0.3915527833956579,5.333559687141927,1,0,0.11423349298846919,2389,532,1,personal,unemployed,own
36,23312,15.681716375679374,0.3009086204850661,2.744985552910333,1,1,0.3472472481199738,9294,489,1,auto,full_time,rent
35,41881,0.7324096640548541,0.17839330267881678,6.4305855116520725,6,0,0.7350482720287552,24327,517,1,education,full_time,own
33,111370,18.185686961705095,0.5963485881643281,3.5761849405710593,5,2,0.09999829044459793,14830,547,1,business,unemployed,rent
26,52301,2.9078378684738055,0.10341169624924737,2.6846075525282647,6,1,0.30369033995703737,19046,548,0,auto,self_employed,rent
67,20000,15.28148846840471,0.10616571089994127,9.082142772186025,10,1,0.32227642591722994,7418,624,0,education,self_employed,own
62,328595,3.068817761402417,0.4248136220226559,8.91210517434336,9,0,0.6046079472604369,7946,683,0,education,full_time,rent
26,38671,3.775986764986172,0.26681793127693176,6.514223150515967,3,0,0.608335833650949,12395,522,1,home,unemployed,rent
58,22884,8.1680129475786,0.37604109732230256,9.507539538363122,4,0,0.8140069840124143,13455,445,1,home,part_time,own
35,112384,6.411987593856189,0.2810651916598223,1.9012508452491295,2,0,0.2506220208692127,4340,540,1,education,unemployed,mortgage
41,24952,4.8327033855053125,0.4743827064939259,7.394886005344057,3,2,0.5153193696354623,3202,435,1,business,self_employed,rent
39,137355,2.6976691418185372,0.12548695992738923,11.456932928578997,10,0,0.17550342384819356,4376,732,1,personal,self_employed,mortgage
32,20000,7.861634794171194,0.09499922852445433,9.365255295731027,5,0,0.3747923937219366,2544,638,1,auto,full_time,rent
51,114008,14.80456127029618,0.14197428393290562,4.28854740560306,5,0,0.13799704054808498,7879,670,0,personal,full_time,mortgage
41,42652,0.04929670452668024,0.23376177611731241,2.989974336113783,5,2,0.1899126369127433,9473,537,1,auto,self_employed,own
34,102011,4.431780104056767,0.07040422082393133,2.217384374815715,4,0,0.7044688670887228,6274,516,1,business,part_time,own
24,166277,10.048865840504027,0.2476204611975668,2.5721981254555604,2,1,0.2477525805405442,19689,616,0,home,full_time,mortgage
29,20000,5.293774333768393,0.19388535203605575,2.989637634329391,6,0,0.49238162423694054,6899,558,1,education,full_time,rent
20,100772,8.067964106462258,0.16942865367686644,4.084391954793104,2,1,0.6046203586293258,2663,492,0,education,self_employed,rent
40,20000,11.271885198185757,0.40853053157423563,5.54719999302827,2,1,0.2123446277889358,7178,463,1,education,full_time,mortgage
25,20000,6.950528391916305,0.2085177283815787,10.42584528217617,4,0,0.2909107000817688,2921,594,1,business,full_time,mortgage
36,20000,6.3118493607542785,0.09581961211038592,4.088981047219846,3,0,0.539148134998926,5745,519,1,auto,full_time,mortgage
56,54334,16.72586599732071,0.20696284283776892,18.07039565992193,6,0,0.44245189696942705,10236,640,0,auto,self_employed,mortgage
54,37287,9.963921926452246,0.20698190512360826,5.343862026314408,2,2,0.41614504749177644,10474,534,1,business,unemployed,mortgage
39,31770,8.447220405076111,0.21666213491307118,5.248686156962147,5,0,0.29058253890443636,6216,551,1,home,self_employed,rent
38,40822,0.45183059180988394,0.200072746226372,6.820262842375078,0,0,0.3755502927680789,7158,520,1,education,full_time,rent
62,58281,1.365805950715019,0.18721254603395981,11.14278581683947,6,0,0.2196309511213458,4738,636,1,business,part_time,own
46,61981,4.068174626890695,0.5546108409292974,13.41431319414874,4,1,0.2285216249277465,7215,502,1,auto,full_time,rent
36,87145,6.181793129519452,0.4340936781572548,17.604513992574184,5,1,0.8519704482010051,11951,548,0,auto,self_employed,rent
22,155753,1.8063911376242343,0.10900656117719615,1.8067621728271956,7,2,0.5890979392338304,11231,613,1,personal,full_time,rent
44,35700,0.48987325394725695,0.16037184907472932,3.8994200819519325,2,1,0.3582199745541851,5326,436,1,personal,unemployed,mortgage
49,23935,1.8632898798662167,0.1338876367095814,7.626396214076819,5,1,0.5199781359256263,7782,530,1,business,self_employed,rent
32,59327,7.370803548315495,0.7339083092470815,4.4521545479095215,4,0,0.7169901077561142,15610,462,1,education,self_employed,rent
43,20000,10.494183257240842,0.12345286851613413,8.050173161058657,2,1,0.7874595027376258,13918,489,1,education,unemployed,mortgage
35,21100,12.203701414238017,0.548989898376785,3.4048469330409894,2,0,0.8054584961304235,7023,478,1,business,part_time,own
37,80781,2.3810476636108566,0.38580948004185694,13.6894213095505,2,2,0.34346098376342227,7557,515,1,auto,full_time,rent
18,32882,2.330365418732929,0.17307191091786445,13.808374614112044,5,0,0.46009592033506475,10445,631,0,personal,full_time,mortgage
37,20000,2.610338490148708,0.18503848668750578,10.411734850061766,3,0,0.6561267091141539,9740,526,0,home,full_time,rent
